disclosure_year,disclosure_date,transaction_date,owner,ticker,asset_description,type,amount,representative,district,ptr_link,cap_gains_over_200_usd
2021,05/12/2021,2021-04-23,,FTV,Fortive Corp,sale_full,"$1,001 - $15,000",Hon. Kurt Schrader,OR05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218029.pdf,False
2021,05/12/2021,2021-04-23,,IQV,Iqvia Holding Inc,sale_full,"$1,001 - $15,000",Hon. Kurt Schrader,OR05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218029.pdf,False
2021,05/12/2021,2021-04-23,,SEA,SEA Limited ADR,sale_full,"$1,001 - $15,000",Hon. Kurt Schrader,OR05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218029.pdf,False
2021,10/27/2021,2021-10-12,self,NTAP,NetApp Inc Stock,purchase,"$15,001 - $50,000",Hon. Doug Lamborn,CO05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218413.pdf,False
2021,10/27/2021,2021-10-25,self,NTAP,NetApp Inc Stock,sale_full,"$15,001 - $50,000",Hon. Doug Lamborn,CO05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218413.pdf,False
2021,10/27/2021,2021-10-26,self,NTAP,NetApp Inc Stock,purchase,"$15,001 - $50,000",Hon. Doug Lamborn,CO05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218413.pdf,False
2021,10/27/2021,2021-10-12,,NTAP,NetApp Inc Stock,sale_full,"$1,001 - $15,000",Hon. Doug Lamborn,CO05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218413.pdf,False
2021,10/27/2021,2021-10-25,,NTAP,NetApp Inc Stock,purchase,"$15,001 - $50,000",Hon. Doug Lamborn,CO05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218413.pdf,False
2021,10/27/2021,2021-10-26,,NTAP,NetApp Inc Stock,sale_full,"$15,001 - $50,000",Hon. Doug Lamborn,CO05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218413.pdf,False
2021,10/27/2021,2021-10-12,self,NTAP,NetApp Inc Stock,sale_full,"$15,001 - $50,000",Hon. Doug Lamborn,CO05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218413.pdf,False
2021,10/27/2021,2021-10-25,self,NTAP,NetApp Inc Stock,purchase,"$15,001 - $50,000",Hon. Doug Lamborn,CO05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218413.pdf,False
2021,10/27/2021,2021-10-26,self,NTAP,NetApp Inc Stock,sale_full,"$15,001 - $50,000",Hon. Doug Lamborn,CO05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218413.pdf,False
2021,12/22/2021,2021-11-02,,AEP,American Electric Power Company,sale_full,"$1,001 - $15,000",Hon. Dwight Evans,PA03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20020081.pdf,False
2021,12/22/2021,2021-11-02,,ARKG,ARK Genomic Revolution ETF,sale_full,"$1,001 - $15,000",Hon. Dwight Evans,PA03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20020081.pdf,False
2021,12/22/2021,2021-11-02,,BTEC,Principal Healthcare Innovators ETF,purchase,"$1,001 - $15,000",Hon. Dwight Evans,PA03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20020081.pdf,False
2021,12/22/2021,2021-11-02,,SRLN,SPDR Blackstone Senior Loan ETF,purchase,"$1,001 - $15,000",Hon. Dwight Evans,PA03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20020081.pdf,False
2021,12/22/2021,2021-11-26,self,COST,Costco Wholesale Corporation,sale_partial,"$1,001 - $15,000",Hon. Ed Perlmutter,CO07,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20020086.pdf,False
2021,12/22/2021,2021-11-26,self,F,Ford Motor Company,purchase,"$1,001 - $15,000",Hon. Ed Perlmutter,CO07,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20020086.pdf,False
2021,07/17/2021,2021-02-22,,BABA,"Alibaba Group Holding Limited ADR shares each rep 8 ordinary shares - April 16,2021 PUT @ $215",sale_full,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-05-22,,BABA,"Alibaba Group Holding Limited ADR shares each rep 8 ordinary shares - April 16,2021 PUT @ $210",purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-02-24,,BABA,Alibaba Group Holding Limited ADR shares each rep 8 ordinary shares,purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-02-25,,BABA,Alibaba Group Holding Limited ADR shares each rep 8 ordinary shares,purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-03-04,,BABA,Alibaba Group Holding Limited ADR shares each rep 8 ordinary shares,purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-03-26,,BABA,Alibaba Group Holding Limited ADR shares each rep 8 ordinary shares,purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-05-11,,BABA,Alibaba Group Holding Limited ADR shares each rep 8 ordinary shares,purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-03-04,,GOOG,Alphabet Inc Class C Capital Stock,purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-02-04,,GOOG,Alphabet Inc Class C Capital Stock,purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-02-25,,GOOG,Alphabet Inc Class C Capital Stock,purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-02-25,,AMZN,Amazon.com Inc,purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-03-04,,AMZN,Amazon.com Inc,purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-02-24,,AMZN,Amazon.com Inc,purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-03-04,,AMZN,Amazon.com Inc,purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-03-26,,AMZN,Amazon.com Inc,purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-05-03,,AMZN,Amazon.com Inc Jun 18 2021 $3060.00 PUT option,sale_full,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-05-03,,AMZN,Amazon.com Inc,purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-04-30,,AXP,American Express Company,purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-03-26,,AXP,American Express Company,purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-03-04,,AXP,American Express Company,purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-02-24,,AXP,American Express Company,purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-02-25,,AXP,American Express Company,purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-02-25,,AAPL,Apple Inc,purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-03-04,,AAPL,"Apple Inc - March 17, 2023 $105 CALL Option",purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-02-24,,AAPL,Apple Inc,purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-03-04,,AAPL,Apple Inc,purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-03-04,,AAPL,Apple Inc,purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-03-26,,AAPL,Apple Inc,purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-04-30,,AAPL,Apple Inc,purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-05-11,,AAPL,Apple Inc,purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-04-30,,BAC,Bank of American Corporation,purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-03-26,,BAC,Bank of American Corporation,purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-03-04,,BAC,Bank of American Corporation,purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-02-24,,BAC,Bank of American Corporation,purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-02-25,,BAC,Bank of American Corporation,purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-03-04,,BRK.B,Berkshire Hathaway Inc New,purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-02-24,,BRK.B,Berkshire Hathaway Inc New,purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-02-25,,BRK.B,Berkshire Hathaway Inc New,purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-04-30,,BRK.B,Berkshire Hathaway Inc New,purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-03-26,,BRK.B,Berkshire Hathaway Inc New,purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-05-11,,BRK.B,Berkshire Hathaway Inc New,purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-05-12,,ICSH,BlackRock Ultra Short-Term Bond ETF,sale_full,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-03-18,,DG,"Dollar General Corporation - March 19, 2021 $180 PUT Option",purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-01-27,,DG,"Dollar General Corporation - March 19, 2021 $180 PUT Option",sale_full,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-01-27,,DG,"Dollar General Corporation - March 19, 2021 $175 PUT Option",purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-01-20,,FB,"Facebook Inc - Class A - March 19,2021 $220 PUT Option",sale_full,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-01-20,,FB,"Facebook Inc - Class A - March 19,2021 $215 PUT Option",purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-02-24,,FB,Facebook Inc - Class A,purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-03-04,,FB,Facebook Inc - Class A,purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-03-04,,FB,Facebook Inc - Class A,purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-02-25,,FB,Facebook Inc - Class A,purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-03-26,,HQY,HealthEquity Inc,purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-04-30,,HQY,HealthEquity Inc,purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-05-11,,HQY,HealthEquity Inc,purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-05-12,,HQY,HealthEquity Inc,purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-04-30,,JNJ,Johnson & Johnson,purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-03-26,,JNJ,Johnson & Johnson,purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-03-04,,JNJ,Johnson & Johnson,purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-02-25,,JNJ,Johnson & Johnson,purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-02-24,,JNJ,Johnson & Johnson,purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-06-03,,MA,"Mastercard Incorporated - Jul 16, 2021 $325 PUT option",sale_full,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-06-03,,MA,Mastercard Incorporated - Jul 16 $320 PUT option,purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-05-12,,MSFT,Microsoft Corporation,purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-02-25,,MSFT,Microsoft Corporation,purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-02-25,,MSFT,Microsoft Corporation,purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-03-04,,MSFT,Microsoft Corporation,purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-03-26,,MSFT,Microsoft Corporation,purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-04-30,,MSFT,Microsoft Corporation,purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-02-25,,NVDA,"NVIDIA Corporation - April 16, 2021 $405 PUT Option",sale_full,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-02-25,,NVDA,"NVIDIA Corporation - April 16, 2021 $400 PUT Option",purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-01-20,,NVDA,"NVIDIA Corporation - April 19, 2021 $425 PUT Option",purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-01-20,,NVDA,"NVIDIA Corporation - April 19, 2021 $400 PUT Option",purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-02-24,,RTX,Raytheon Technologies Corporation,purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-04-30,,RTX,Raytheon Technologies Corporation,purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-05-11,,RTX,Raytheon Technologies Corporation,purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-03-26,,RTX,Raytheon Technologies Corporation,purchase,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2021,07/17/2021,2021-05-12,,VOO,Vanguard S&P 500 ETF,sale_full,"$1,001 - $15,000",Hon. Blake Moore,UT01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019092.pdf,False
2020,07/08/2020,2020-06-22,joint,BP,BP P.L.C.,purchase,"$1,001 - $15,000",Hon. Virginia Foxx,NC05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016869.pdf,False
2020,07/08/2020,2020-06-16,joint,CWEN.A,"Clearway Energy, Inc. Class A",purchase,"$1,001 - $15,000",Hon. Virginia Foxx,NC05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016869.pdf,False
2020,07/08/2020,2020-06-17,joint,DUK,Duke Energy Corporation,purchase,"$1,001 - $15,000",Hon. Virginia Foxx,NC05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016869.pdf,False
2020,07/08/2020,2020-06-09,joint,SO,Southern Company,purchase,"$1,001 - $15,000",Hon. Virginia Foxx,NC05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016869.pdf,False
2020,07/08/2020,2020-06-16,self,CSCO,"Cisco Systems, Inc.",purchase,"$1,001 - $15,000",Hon. Zoe Lofgren,CA19,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016906.pdf,False
2020,07/08/2020,2020-06-16,self,GIS,"General Mills, Inc.",purchase,"$1,001 - $15,000",Hon. Zoe Lofgren,CA19,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016906.pdf,False
2020,07/08/2020,2020-06-15,self,HCA,"HCA Healthcare, Inc.",purchase,"$1,001 - $15,000",Hon. Zoe Lofgren,CA19,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016906.pdf,False
2020,07/08/2020,2020-06-16,self,QCOM,QUALCOMM Incorporated,purchase,"$1,001 - $15,000",Hon. Zoe Lofgren,CA19,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016906.pdf,False
2020,07/08/2020,2020-06-29,self,--,Verizon Comm. Inc.,sale_full,"$1,001 - $15,000",Hon. Zoe Lofgren,CA19,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016906.pdf,False
2020,07/08/2020,2020-06-29,self,DKNG,DraftKings Inc. - Class A,sale_partial,"$1,001 -",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016912.pdf,False
2020,07/08/2020,2020-06-29,self,FB,"Facebook, Inc. - Class A",sale_partial,"$1,001 -",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016912.pdf,False
2020,07/08/2020,2020-07-01,self,PSQ,ProShares Short QQQ,purchase,"$1,001 -",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016912.pdf,False
2020,07/08/2020,2020-06-29,self,SH,ProShares Short S&P500,purchase,"$1,001 -",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016912.pdf,False
2020,07/08/2020,2020-07-01,self,RUN,Sunrun Inc.,sale_partial,"$1,001 -",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016912.pdf,False
2020,07/08/2020,2020-07-01,self,RUN,Sunrun Inc.,sale_partial,"$1,001 -",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016912.pdf,False
2020,07/08/2020,2020-06-19,self,RUN,Sunrun Inc.,sale_partial,"$1,001 -",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016912.pdf,False
2020,07/08/2020,2020-06-19,self,RUN,Sunrun Inc.,sale_partial,"$1,001 -",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016912.pdf,False
2020,07/08/2020,2020-06-19,self,RUN,Sunrun Inc.,sale_partial,"$1,001 -",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016912.pdf,False
2020,07/08/2020,2020-06-19,self,RUN,Sunrun Inc.,sale_partial,"$1,001 -",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016912.pdf,False
2020,07/08/2020,2020-06-29,self,PSQ,ProShares Short QQQ,purchase,"$1,001 -",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016913.pdf,False
2020,07/08/2020,2020-06-29,self,SH,ProShares Short S&P500,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016913.pdf,False
2020,07/08/2020,2020-06-29,self,DKNG,DraftKings Inc. - Class A,sale_partial,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016914.pdf,True
2020,07/08/2020,2020-06-29,self,FB,"Facebook, Inc. - Class A",sale_partial,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016914.pdf,True
2020,07/08/2020,2020-07-01,self,PSQ,ProShares Short QQQ,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016914.pdf,False
2020,07/08/2020,2020-06-29,self,SH,ProShares Short S&P500,purchase,"$15,001 - $50,000",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016914.pdf,False
2020,07/08/2020,2020-07-01,self,RUN,Sunrun Inc.,sale_partial,"$1,001 -",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016914.pdf,True
2020,07/08/2020,2020-06-19,self,RUN,Sunrun Inc.,sale_partial,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016914.pdf,True
2020,07/08/2020,2020-06-19,self,RUN,Sunrun Inc.,sale_partial,"$1,001 -",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016914.pdf,True
2020,07/08/2020,2020-06-19,self,RUN,Sunrun Inc.,sale_partial,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016914.pdf,True
