PID,College,Level,lab01,lab01 - Max Points,lab01 - Lateness (H:M:S),lab02,lab02 - Max Points,lab02 - Lateness (H:M:S),project01,project01 - Max Points,project01 - Lateness (H:M:S),lab03,lab03 - Max Points,lab03 - Lateness (H:M:S),project01_free_response,project01_free_response - Max Points,project01_free_response - Lateness (H:M:S),lab04,lab04 - Max Points,lab04 - Lateness (H:M:S),lab05,lab05 - Max Points,lab05 - Lateness (H:M:S),project02_checkpoint01,project02_checkpoint01 - Max Points,project02_checkpoint01 - Lateness (H:M:S),Midterm,Midterm - Max Points,Midterm - Lateness (H:M:S),lab06,lab06 - Max Points,lab06 - Lateness (H:M:S),project02_checkpoint02,project02_checkpoint02 - Max Points,project02_checkpoint02 - Lateness (H:M:S),lab07,lab07 - Max Points,lab07 - Lateness (H:M:S),project02,project02 - Max Points,project02 - Lateness (H:M:S),project02_free_response,project02_free_response - Max Points,project02_free_response - Lateness (H:M:S),lab08,lab08 - Max Points,lab08 - Lateness (H:M:S),lab09,lab09 - Max Points,lab09 - Lateness (H:M:S),project03_checkpoint01,project03_checkpoint01 - Max Points,project03_checkpoint01 - Lateness (H:M:S),project03,project03 - Max Points,project03 - Lateness (H:M:S),Final,Final - Max Points,Final - Lateness (H:M:S),Total Lateness (H:M:S),project05_free_response,project05_free_response - Max Points,project05_free_response - Lateness (H:M:S),project04,project04 - Max Points,project04 - Lateness (H:M:S),project05,project05 - Max Points,project05 - Lateness (H:M:S),discussion01,discussion01 - Max Points,discussion01 - Lateness (H:M:S),discussion02,discussion02 - Max Points,discussion02 - Lateness (H:M:S),discussion03,discussion03 - Max Points,discussion03 - Lateness (H:M:S),discussion04,discussion04 - Max Points,discussion04 - Lateness (H:M:S),discussion05,discussion05 - Max Points,discussion05 - Lateness (H:M:S),discussion06,discussion06 - Max Points,discussion06 - Lateness (H:M:S),discussion07,discussion07 - Max Points,discussion07 - Lateness (H:M:S),discussion08,discussion08 - Max Points,discussion08 - Lateness (H:M:S),discussion09,discussion09 - Max Points,discussion09 - Lateness (H:M:S),discussion10,discussion10 - Max Points,discussion10 - Lateness (H:M:S)
A14327063,FI,SR,89.56779954,100,00:00:00,31.26434647,100,00:00:00,69.97623892,85,00:00:00,87.79770599,100,00:00:00,11.12850554,15,00:00:00,,100,00:00:00,20.8246765,70,00:00:00,,10,00:00:00,35.68891846,47,00:00:00,84.55852858,85,00:00:00,,10,00:00:00,78.07385251,100,00:00:00,65.73902536,75,00:00:00,20.40432041,25,00:00:00,70.92259194,100,453:54:49,32.47148809,50,00:00:00,,10,00:00:00,94.11789386,100,00:00:00,78.11401023,87,00:00:00,644:57:10,25,25,00:00:00,61.70333696,75,00:00:00,70.06039603,75,00:00:00,10,10,00:00:00,9.845115587,10,00:00:00,10,10,453:54:49,8.862617065,10,00:00:00,9.745185777,10,00:00:00,10,10,00:00:00,10,10,453:54:49,10,10,00:00:00,10,10,00:00:00,5.579474089,10,00:00:00
A14577063,WA,JR,91.30232596,100,00:00:00,96.46643858,100,00:00:00,85,85,00:00:00,84.32373712,100,00:00:00,9.911929651,15,00:00:00,85.32149537,100,42:14:50,55.33732957,70,00:00:00,4.10483727,10,00:00:00,35.97553563,47,00:00:00,52.12411911,85,00:00:00,8.844929015,10,00:00:00,65.43417721,100,00:00:00,67.44782334,75,00:00:00,25,25,00:00:00,85.17351752,100,00:00:00,39.25035301,50,00:00:00,3.352044109,10,00:00:00,93.32089312,100,00:00:00,79.06667609,87,00:00:00,42:14:50,25,25,00:00:00,75,75,00:00:00,75,75,00:00:00,9.078792321,10,42:14:50,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,9.912234221,10,00:00:00,10,10,00:00:00,10,10,00:00:00,9.604860048,10,00:00:00,10,10,42:14:50
A14189458,WA,SR,98.1575278,100,00:00:00,61.97215642,100,00:00:00,81.67639615,85,00:00:00,92.0233535,100,00:00:00,7.045794183,15,00:00:00,89.70241373,100,00:00:00,67.27519996,70,00:00:00,8.832755772,10,00:00:00,37.34725927,47,00:00:00,77.07035606,85,268:59:46,7.822301664,10,00:00:00,100,100,00:00:00,70.89990843,75,00:00:00,21.08670197,25,00:00:00,79.54174538,100,00:00:00,50,50,00:00:00,1.575677532,10,00:00:00,100,100,00:00:00,59.39921363,87,00:00:00,268:59:46,25,25,00:00:00,75,75,00:00:00,74.91352799,75,00:00:00,9.759256504,10,00:00:00,10,10,00:00:00,9.77187023,10,268:59:46,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,9.189176226,10,268:59:46,10,10,00:00:00,10,10,00:00:00
A14200310,FI,JR,81.53408951,100,00:00:00,85.92496212,100,00:00:00,64.99032065,85,00:00:00,70.93164683,100,00:00:00,10.92139786,15,00:00:00,89.52247036,100,37:01:46,41.44217752,70,00:00:00,6.202893686,10,00:00:00,29.65995214,47,00:00:00,66.44794307,85,743:34:05,6.028830818,10,00:00:00,73.43420712,100,00:00:08,54.61609683,75,00:00:00,25,25,00:00:00,86.85433596,100,00:00:00,48.24019691,50,00:00:00,0,10,00:00:00,98.66600829,100,00:00:00,52.75134745,87,00:00:00,780:35:59,21.78360057,25,00:00:00,56.53092047,75,37:01:46,66.09643357,75,00:00:00,6.017823953,10,00:00:00,9.694020519,10,00:00:00,7.612460043,10,00:00:00,10,10,00:00:00,8.674367455,10,00:00:00,8.89806165,10,00:00:00,10,10,00:00:00,10,10,00:00:00,9.676543319,10,00:00:00,10,10,780:35:59
A14226639,SI,JR,92.21466362,100,00:00:00,81.91014837,100,00:00:00,72.91832682,85,00:00:00,99.36017093,100,00:00:00,15,15,00:00:00,92.01468467,100,267:41:00,,70,00:00:00,,10,00:00:00,35.71459705,47,00:00:00,56.87890059,85,00:00:00,,10,00:00:00,83.01449858,100,00:00:00,74.57554297,75,00:00:00,25,25,00:00:00,62.2705522,100,00:00:00,50,50,00:00:00,5.447152801,10,00:00:00,96.46821309,100,00:00:00,57.25582369,87,00:00:00,289:01:02,20.44268564,25,00:00:00,71.10499777,75,00:00:00,75,75,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,9.152704473,10,00:00:00,10,10,00:00:00,9.629589142,10,00:00:00,10,10,00:00:00
A14847419,TH,JR,100,100,00:00:00,90.85938046,100,00:00:00,77.11817747,85,00:00:00,100,100,00:00:00,15,15,00:00:00,92.2481398,100,00:00:00,70,70,00:00:00,10,10,00:00:00,41.46020291,47,00:00:00,66.87313457,85,00:00:00,10,10,00:00:00,100,100,00:00:00,75,75,00:00:00,21.63326592,25,00:00:00,93.262702,100,00:00:00,48.36969074,50,00:00:00,1.39561118,10,00:00:00,91.39040774,100,00:00:00,72.81053648,87,00:00:00,120:01:11,23.05478286,25,00:00:00,75,75,00:00:00,75,75,00:00:00,9.982648197,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,8.232940509,10,00:00:00,10,10,00:00:00,8.81600915,10,00:00:00,10,10,00:00:00
A14223205,MU,SR,95.40067,100,00:00:00,100,100,00:00:00,85,85,00:00:00,97.34942076,100,00:00:00,14.26764045,15,00:00:00,92.56965563,100,00:00:00,70,70,00:00:00,10,10,00:00:00,44.73564842,47,00:00:00,78.25061106,85,705:02:27,9.755318946,10,00:00:00,90.1129458,100,00:00:00,66.67157972,75,00:00:00,25,25,00:00:00,92.32658041,100,00:00:00,47.51610551,50,00:00:00,2.265867398,10,00:00:00,95.21080909,100,00:00:00,80.05006103,87,00:00:00,705:02:27,25,25,00:00:00,75,75,00:00:00,74.67366013,75,00:00:00,10,10,00:00:00,8.784791923,10,00:00:00,10,10,705:02:27,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,9.852889344,10,00:00:00,7.460583409,10,00:00:00
A14226639,WA,JR,85.87724256,100,00:00:00,77.12052645,100,00:00:00,75.75138587,85,00:00:00,86.48488617,100,00:00:00,15,15,00:00:00,98.07533119,100,267:41:00,,70,00:00:00,,10,00:00:00,34.06531722,47,00:00:00,58.82565722,85,00:00:00,,10,00:00:00,100,100,00:00:00,72.4639387,75,00:00:00,25,25,00:00:00,71.76135773,100,00:00:00,46.76320959,50,00:00:00,5.294300432,10,00:00:00,86.82498742,100,00:00:00,60.73724589,87,00:00:00,289:01:02,22.55210058,25,00:00:00,72.7891988,75,00:00:00,73.44112831,75,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,9.665035202,10,00:00:00,10,10,00:00:00,10,10,289:01:02,9.260656426,10,00:00:00,9.067468681,10,00:00:00,10,10,00:00:00
A14924264,SI,JR,87.29035914,100,00:00:00,61.13575078,100,00:00:00,37.58264622,85,00:00:00,95.3591488,100,00:00:00,9.284882857,15,00:00:00,65.86479152,100,43:35:26,66.6980664,70,00:00:00,,10,00:00:00,36.51239978,47,00:00:00,58.70900385,85,00:00:00,,10,00:00:00,,100,00:00:00,74.02359135,75,00:00:00,25,25,00:00:00,75.81143873,100,00:00:00,47.43840224,50,00:00:00,,10,00:00:00,63.16732316,100,00:00:00,71.2605787,87,00:00:00,43:35:26,11.93010316,25,00:00:00,37.24228066,75,00:00:00,43.6866032,75,00:00:00,6.969141458,10,43:35:26,4.876931624,10,43:35:26,6.326165955,10,00:00:00,5.079003532,10,00:00:00,6.523645745,10,43:35:26,7.993330694,10,43:35:26,3.691961361,10,00:00:00,6.263561349,10,00:00:00,3.858119069,10,00:00:00,9.255371998,10,00:00:00
A14781873,SI,SR,98.42634711,100,00:00:00,71.5513363,100,00:00:00,80.29449707,85,00:00:00,98.57346371,100,00:00:00,4.31313071,15,00:00:00,97.40242957,100,47:53:45,51.52405985,70,00:00:00,10,10,00:00:00,46.40213688,47,00:00:00,75.81504881,85,00:00:00,9.143263065,10,00:00:00,89.50209395,100,00:00:00,47.58665723,75,00:00:00,25,25,00:00:00,83.93255652,100,00:00:00,50,50,00:00:00,5.651383144,10,00:00:00,92.28396375,100,00:00:00,83.01668571,87,00:00:00,246:35:39,25,25,00:00:00,72.73606006,75,00:00:00,75,75,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,8.706662732,10,00:00:00,8.516628033,10,00:00:00,10,10,00:00:00,10,10,00:00:00
A14813161,WA,JR,96.65387459,100,00:00:00,100,100,00:00:00,85,85,00:00:00,92.92265272,100,00:00:00,15,15,00:00:00,100,100,14:26:58,70,70,00:00:00,8.386202607,10,00:00:00,40.76884598,47,00:00:00,85,85,554:18:57,6.759315573,10,00:00:00,94.07449969,100,00:00:00,61.43296049,75,00:00:00,22.40576795,25,00:00:00,69.77527934,100,00:00:00,39.12412873,50,00:00:00,2.26471526,10,00:00:00,90.86230216,100,00:00:00,69.8633452,87,00:00:00,568:45:55,24.7748026,25,00:00:00,75,75,00:00:00,75,75,00:00:00,10,10,00:00:00,10,10,00:00:00,9.330152272,10,00:00:00,9.491687114,10,00:00:00,10,10,00:00:00,10,10,554:18:57,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00
A14282114,FI,SR,98.45246572,100,00:00:00,96.17224435,100,00:00:00,81.63707896,85,00:00:00,100,100,00:00:00,15,15,00:00:00,94.40350751,100,00:00:00,59.76346038,70,00:00:00,10,10,00:00:00,46.80169831,47,00:00:00,83.92658231,85,00:00:00,10,10,00:00:00,100,100,00:00:00,67.95793084,75,00:00:00,24.93049674,25,00:00:00,93.95618112,100,00:00:00,49.75320293,50,00:00:00,4.411019825,10,00:00:00,95.72924489,100,00:00:00,63.97112275,87,00:00:00,00:00:00,22.26795007,25,00:00:00,72.56251662,75,00:00:00,75,75,00:00:00,10,10,00:00:00,10,10,00:00:00,9.033779069,10,00:00:00,10,10,00:00:00,8.770808524,10,00:00:00,10,10,00:00:00,10,10,00:00:00,8.999105917,10,00:00:00,10,10,00:00:00,8.737096406,10,00:00:00
A14883274,SI,JR,93.25510531,100,00:00:00,37.96817626,100,00:00:00,54.11502412,85,00:00:00,81.94915064,100,00:00:00,14.21907101,15,00:00:00,84.03424384,100,00:00:00,69.98222935,70,00:00:00,10,10,00:00:00,39.5223373,47,00:00:00,75.697704,85,645:24:50,9.863491871,10,00:00:00,96.95039235,100,00:00:00,57.45429777,75,00:00:00,24.8962051,25,00:00:00,100,100,00:00:00,47.8946421,50,00:00:00,4.604504324,10,00:00:00,90.62602651,100,00:00:00,64.31685931,87,00:00:00,669:12:21,14.43520269,25,00:00:00,51.31249751,75,00:00:00,57.64307579,75,00:00:00,8.79000161,10,00:00:00,9.19104579,10,00:00:00,6.804337402,10,00:00:00,10,10,00:00:00,5.100508435,10,00:00:00,4.547389088,10,00:00:00,9.378801447,10,00:00:00,8.67908146,10,00:00:00,8.332285121,10,00:00:00,6.181926412,10,00:00:00
A14135603,RE,SO,72.16485111,100,00:00:00,92.89757808,100,217:08:59,82.41492107,85,00:00:00,100,100,00:00:00,0.7079279825,15,00:00:00,93.90728388,100,00:00:00,70,70,00:00:00,10,10,00:00:00,33.28576259,47,00:00:00,83.94891435,85,00:00:00,6.627462053,10,00:00:00,85.09812711,100,00:00:00,66.45976337,75,00:00:00,20.21895428,25,00:00:00,100,100,00:00:00,42.98060801,50,00:00:00,2.887788662,10,00:00:00,88.85484756,100,00:00:00,71.15345671,87,00:00:00,217:20:17,25,25,00:00:00,74.48977681,75,00:00:00,75,75,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,9.939002239,10,00:00:00,10,10,00:00:00,9.856405358,10,00:00:00,10,10,00:00:00,9.672829721,10,00:00:00
A14852432,FI,SO,88.36682549,100,00:00:00,84.78658621,100,00:00:00,75.14877798,85,00:00:00,94.08116243,100,00:00:00,15,15,00:00:00,74.28435114,100,36:47:52,70,70,00:00:00,10,10,00:04:59,46.22674857,47,00:00:00,,85,00:00:00,10,10,00:00:00,85.4200746,100,00:00:00,61.38606167,75,00:00:00,25,25,00:00:00,94.3175627,100,00:00:00,43.46422403,50,00:00:00,0,10,00:00:00,100,100,00:00:00,76.47073345,87,00:00:00,36:52:51,20.678702,25,00:00:00,73.52594393,75,00:04:59,75,75,00:00:00,10,10,36:52:51,9.936619718,10,36:47:52,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,9.338627201,10,00:00:00,10,10,00:00:00,8.597668096,10,36:47:52,10,10,00:00:00,7.765329009,10,00:00:00
A14847309,SI,SR,98.05517977,100,00:00:00,90.38684936,100,00:00:00,82.01800958,85,00:00:00,94.3298034,100,00:00:00,15,15,00:00:00,100,100,40:18:06,64.07429521,70,00:00:00,7.795891958,10,00:00:00,36.76621723,47,00:00:00,80.32787833,85,556:32:58,10,10,00:00:00,84.65373716,100,00:00:00,61.52133622,75,00:00:00,16.08887776,25,00:00:00,80.79100209,100,212:23:22,50,50,00:00:00,5.125029318,10,00:00:00,89.6680086,100,00:00:00,81.6734293,87,00:00:00,1091:22:58,23.12994795,25,00:00:00,73.58541262,75,00:00:00,75,75,00:00:00,10,10,00:00:00,10,10,00:00:00,9.753620788,10,00:00:00,9.354046194,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,212:23:22,10,10,212:23:22,10,10,1091:22:58
A14330717,TH,JR,98.60018444,100,00:00:00,100,100,00:00:00,78.30864948,85,00:00:00,93.10026787,100,00:00:00,14.06309898,15,00:00:00,93.40381461,100,24:38:32,70,70,00:00:00,10,10,00:00:00,31.48475905,47,00:00:00,85,85,00:00:00,3.766246563,10,00:00:00,84.5045655,100,00:00:00,59.98916428,75,00:00:00,25,25,00:00:00,91.58878044,100,405:37:42,49.05605827,50,00:00:00,0,10,00:00:00,100,100,00:00:00,84.3331371,87,00:00:00,430:16:14,24.58893084,25,00:00:00,70.0962465,75,24:38:32,75,75,00:00:00,10,10,00:00:00,8.84302524,10,00:00:00,10,10,00:00:00,9.678891211,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,9.438526077,10,00:00:00,10,10,00:00:00,10,10,00:00:00
A14449980,FI,SR,100,100,53:24:36,72.52626687,100,00:00:00,66.7997049,85,00:00:00,100,100,00:00:00,13.81214165,15,00:00:00,61.44965544,100,00:00:00,44.07505351,70,00:00:00,1.309013883,10,00:00:00,29.50525017,47,00:00:00,77.1250666,85,00:00:00,,10,00:00:00,94.25269524,100,00:00:00,58.22155726,75,00:00:00,24.82321305,25,00:00:00,70.49240827,100,00:00:00,32.30773347,50,00:00:00,4.132477772,10,00:00:00,80.53202921,100,00:00:00,57.48875456,87,00:00:00,71:10:08,20.82694498,25,00:00:00,63.66481717,75,00:00:00,70.21418465,75,00:00:00,8.137109565,10,00:00:00,9.707997649,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,9.273452987,10,00:00:00,10,10,00:00:00,8.97912664,10,71:10:08,10,10,00:00:00,7.059143347,10,00:00:00
A14735005,FI,JR,100,100,00:00:00,95.22806676,100,00:00:00,85,85,00:00:00,100,100,00:00:00,9.161418527,15,00:00:00,93.94966142,100,00:00:00,70,70,270:22:55,8.02905878,10,00:00:00,38.79568791,47,00:00:00,81.78607799,85,00:00:00,8.288615276,10,00:00:00,86.26733729,100,00:00:00,70.53879665,75,00:00:00,16.93258687,25,00:00:00,92.56370009,100,182:37:20,49.23672661,50,00:00:00,5.689999439,10,00:00:00,94.08011588,100,00:00:00,81.78719469,87,00:00:00,453:00:15,25,25,00:00:00,75,75,00:00:00,75,75,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,9.976837885,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,270:22:55,9.706253648,10,00:00:00
A14429482,MU,JR,93.36435192,100,00:00:00,86.70261194,100,00:00:00,67.87859978,85,00:00:00,87.70229961,100,00:00:00,15,15,00:00:00,82.81384537,100,00:00:00,70,70,00:00:00,5.708790781,10,00:00:00,46.61486183,47,00:00:00,81.8864036,85,00:00:00,10,10,00:00:00,70.60648293,100,00:00:00,66.16719688,75,00:00:00,25,25,00:00:00,90.04572606,100,00:00:00,48.45912192,50,00:00:00,4.580719452,10,00:00:00,79.08088977,100,00:00:00,63.67820254,87,00:00:00,22:31:06,20.70427594,25,00:00:00,64.26457013,75,00:00:00,69.4271026,75,22:31:06,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,22:31:06,8.573532818,10,00:00:00,8.046523531,10,00:00:00,10,10,00:00:00,10,10,00:00:00
A14366857,WA,SR,98.57017738,100,00:00:00,86.33634755,100,00:00:00,70.3083816,85,00:00:00,72.49219607,100,00:00:00,10.00880384,15,00:00:00,75.49393507,100,00:00:00,,70,00:00:00,,10,00:00:00,25.35832808,47,00:00:00,64.14613012,85,00:00:00,,10,00:00:00,90.84603874,100,00:00:00,70.32447206,75,00:00:00,,25,00:00:00,24.3117541,100,00:00:00,49.34950083,50,00:00:00,,10,00:00:00,89.05787522,100,00:00:00,69.13506431,87,00:00:00,00:00:00,21.50607274,25,00:00:00,66.34527966,75,00:00:00,74.01491079,75,00:00:00,10,10,00:00:00,9.680675027,10,00:00:00,10,10,00:00:00,10,10,00:00:00,9.142309472,10,00:00:00,10,10,00:00:00,9.134958734,10,00:00:00,8.875170871,10,00:00:00,10,10,00:00:00,10,10,00:00:00
A14521581,RE,JR,100,100,00:00:00,98.77852988,100,00:00:00,76.49929496,85,00:00:00,94.91244146,100,00:00:00,15,15,00:00:00,97.19561391,100,00:00:00,67.14864829,70,384:50:21,6.25613238,10,00:00:00,25.1345454,47,00:00:00,74.87063025,85,00:00:00,10,10,00:00:00,86.98598955,100,00:00:00,67.49153725,75,00:00:00,24.24449014,25,00:00:00,83.72093489,100,00:00:00,50,50,00:00:00,1.149663691,10,00:00:00,100,100,00:00:00,64.1642752,87,00:00:00,384:50:21,21.39442775,25,00:00:00,69.66259789,75,00:00:00,74.65806421,75,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,9.002976186,10,00:00:00,9.089768187,10,00:00:00,10,10,00:00:00,7.196958199,10,00:00:00,9.507304149,10,00:00:00,10,10,00:00:00,10,10,00:00:00
A14254860,SI,SO,85.21093596,100,52:38:30,86.65765171,100,00:00:00,68.50986504,85,00:00:00,81.22449148,100,00:00:00,10.87878093,15,00:00:00,94.06051743,100,00:00:00,70,70,00:00:00,10,10,00:00:00,47,47,00:00:00,75.50035041,85,418:53:50,10,10,00:00:00,83.57167504,100,00:00:00,52.38720896,75,00:00:00,25,25,00:00:00,99.54428391,100,00:00:00,46.02740931,50,00:00:00,0.1208309357,10,00:00:00,96.95337913,100,00:00:00,70.63693241,87,00:00:00,471:32:20,18.16925271,25,00:00:00,62.03160472,75,00:00:00,67.46474233,75,00:00:00,10,10,00:00:00,5.557816639,10,00:00:00,7.752911697,10,00:00:00,10,10,00:00:00,10,10,00:00:00,6.479216026,10,00:00:00,8.301077869,10,00:00:00,10,10,00:00:00,10,10,52:38:30,10,10,00:00:00
A14315875,WA,JR,100,100,00:00:00,95.93912921,100,00:00:00,67.6267704,85,00:00:00,93.45605853,100,00:00:00,9.535782008,15,00:00:00,92.00202569,100,00:00:00,64.12723041,70,00:00:00,10,10,00:00:00,47,47,00:00:00,82.84185624,85,00:00:00,10,10,00:00:00,79.7725021,100,00:00:00,70.74093875,75,00:00:00,25,25,00:00:00,100,100,257:20:17,44.67131023,50,00:00:00,1.960855994,10,00:00:00,99.49044349,100,00:00:00,81.09588094,87,00:00:00,257:21:00,21.6107686,25,00:00:00,68.55623508,75,257:20:17,73.24645412,75,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,7.142244369,10,257:20:17,10,10,00:00:00,9.528878403,10,00:00:00,10,10,00:00:00,10,10,00:00:00,8.888079272,10,00:00:00
A14554792,SI,JR,91.81917385,100,00:00:00,59.7023716,100,00:00:00,63.50682639,85,00:00:00,65.50563241,100,00:00:00,8.655935438,15,00:00:00,91.80098019,100,39:55:04,40.60383782,70,00:00:00,10,10,00:00:00,37.09236788,47,00:00:00,71.98500454,85,00:00:00,9.433312895,10,00:00:00,94.2083831,100,00:00:00,61.73024021,75,00:00:00,18.12386115,25,00:00:00,57.42225962,100,00:00:00,37.93926722,50,00:00:00,,10,00:00:00,82.19575894,100,00:00:00,48.75501105,87,00:00:00,52:13:39,20.83492496,25,00:00:00,60.05826667,75,00:00:00,68.00707828,75,00:00:00,9.308058912,10,00:00:00,7.339332293,10,39:55:04,10,10,00:00:00,9.388572598,10,00:00:00,10,10,00:00:00,7.656368641,10,52:13:39,10,10,00:00:00,10,10,00:00:00,7.791096943,10,00:00:00,8.936480678,10,00:00:00
A14883274,FI,JR,80.85834778,100,00:00:00,57.39448266,100,00:00:00,60.3847119,85,00:00:00,87.2321975,100,00:00:00,15,15,00:00:00,90.93420449,100,00:00:00,57.02783296,70,00:00:00,9.781732592,10,00:00:00,34.99248347,47,00:00:00,76.64669281,85,645:24:50,10,10,00:00:00,90.52839815,100,00:00:00,64.6295937,75,00:00:00,17.62836362,25,00:00:00,98.83125252,100,00:00:00,47.7046339,50,00:00:00,7.632170102,10,00:00:00,82.90858848,100,00:00:00,69.64806831,87,00:00:00,669:12:21,18.35348739,25,00:00:00,58.12198813,75,00:00:00,64.00369887,75,00:00:00,6.738158009,10,00:00:00,8.527774435,10,00:00:00,9.409906614,10,645:24:50,9.607309372,10,00:00:00,7.028054539,10,00:00:00,8.995771105,10,00:00:00,7.966791845,10,00:00:00,8.175183503,10,00:00:00,9.311099729,10,00:00:00,7.592979508,10,00:00:00
A14280974,SI,SR,100,100,00:00:00,85.80481601,100,00:00:00,79.00332665,85,00:00:00,94.33762318,100,00:00:00,10.54211282,15,00:00:00,93.41746219,100,00:00:00,70,70,00:00:00,9.255543511,10,00:00:00,47,47,00:00:00,85,85,00:00:00,5.462528744,10,00:00:00,92.07811556,100,00:00:00,61.0644274,75,00:00:00,11.47669373,25,00:00:00,83.25600622,100,00:00:00,48.1066526,50,00:00:00,1.71721224,10,00:00:00,87.41891416,100,00:00:00,77.04361098,87,00:00:00,00:00:00,24.21053349,25,00:00:00,69.06761809,75,00:00:00,75,75,00:00:00,8.858778911,10,00:00:00,10,10,00:00:00,10,10,00:00:00,9.981541145,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00
A14297403,RE,SR,83.52571805,100,00:00:00,40.50465763,100,00:00:00,54.6893378,85,00:00:00,79.88739795,100,00:00:00,6.75418722,15,00:00:00,91.53591963,100,46:35:38,57.22655868,70,00:00:00,,10,00:00:00,42.73577276,47,00:00:00,63.84401189,85,00:00:00,,10,00:00:00,52.04680139,100,00:00:00,68.23094142,75,00:00:00,10.61190993,25,00:00:00,63.71099812,100,00:00:00,36.62152927,50,00:00:00,1.905706744,10,00:00:00,86.62068314,100,00:00:00,76.80512278,87,00:00:00,46:35:38,15.11596348,25,00:00:00,51.63267272,75,00:00:00,55.72557225,75,00:00:00,9.073298032,10,00:00:00,8.441030027,10,00:00:00,10,10,00:00:00,6.093768743,10,00:00:00,8.426834293,10,00:00:00,5.29644429,10,00:00:00,7.607104528,10,00:00:00,9.131887716,10,00:00:00,10,10,00:00:00,3.931793798,10,46:35:38
A14786662,WA,JR,85.53789235,100,00:00:00,80.68736943,100,00:00:00,60.07371225,85,00:00:00,73.36375038,100,00:00:00,15,15,00:00:00,85.35077924,100,37:27:20,,70,00:00:00,9.718869415,10,00:00:00,46.86449411,47,00:00:00,57.84869868,85,00:00:00,0,10,00:00:00,95.31618443,100,00:00:00,66.90945231,75,00:00:00,24.53902675,25,00:00:00,72.89688742,100,00:00:00,36.41201956,50,00:00:00,,10,00:00:00,83.23793311,100,00:00:00,67.49906429,87,00:00:00,37:27:20,17.03653232,25,00:00:00,56.76413038,75,00:00:00,60.82771252,75,00:00:00,9.73633035,10,00:00:00,9.169522126,10,00:00:00,5.650044615,10,00:00:00,5.99799927,10,00:00:00,7.82418143,10,00:00:00,7.341814005,10,00:00:00,10,10,37:27:20,8.237850169,10,00:00:00,9.306608637,10,00:00:00,9.386590013,10,00:00:00
A14629706,SI,JR,92.77234368,100,00:00:00,66.0707759,100,00:00:00,78.11096781,85,00:00:00,82.12590851,100,00:00:00,14.21423534,15,00:00:00,96.9451204,100,00:00:00,66.57567117,70,00:00:00,10,10,00:00:00,47,47,00:00:00,85,85,00:00:00,10,10,00:00:00,91.16583721,100,00:00:00,67.97050488,75,00:00:00,24.74495191,25,00:00:00,83.80414315,100,402:08:42,49.68842708,50,00:00:00,0,10,00:00:00,93.38494742,100,00:00:00,85.25347425,87,00:00:00,402:08:42,22.71149803,25,00:00:00,75,75,00:00:00,75,75,00:00:00,10,10,00:00:00,9.029405457,10,00:00:00,9.746642649,10,00:00:00,8.839158677,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,9.842854449,10,00:00:00,7.86141039,10,00:00:00,9.570189862,10,00:00:00
